市区町丁,総合計,凶悪犯計,凶悪犯強盗,凶悪犯その他,粗暴犯計,粗暴犯凶器準備集合,粗暴犯暴行,粗暴犯傷害,粗暴犯脅迫,粗暴犯恐喝,侵入窃盗計,侵入窃盗金庫破り,侵入窃盗学校荒し,侵入窃盗事務所荒し,侵入窃盗出店荒し,侵入窃盗空き巣,侵入窃盗忍込み,侵入窃盗居空き,侵入窃盗その他,非侵入窃盗計,非侵入窃盗自動車盗,非侵入窃盗オートバイ盗,非侵入窃盗自転車盗,非侵入窃盗車上ねらい,非侵入窃盗自販機ねらい,非侵入窃盗工事場ねらい,非侵入窃盗すり,非侵入窃盗ひったくり,非侵入窃盗置引き,非侵入窃盗万引き,非侵入窃盗その他,その他計,その他詐欺,その他占有離脱物横領,その他その他知能犯,その他賭博,その他その他刑法犯,計,緯度,経度
台東区池之端２丁目,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,3,0,0,0,0,0,0,1,2,1,0,0,0,1,9,35.7145177,139.7671248
台東区池之端３丁目,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,35.716275,139.7693612
台東区池之端４丁目,5,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,35.71847229999999,139.7684028
台東区上野公園,44,3,0,3,10,0,7,3,0,0,0,0,0,0,0,0,0,0,0,19,0,0,6,0,0,0,1,0,3,0,9,12,2,5,0,0,5,111,35.7156148,139.7741538
台東区上野桜木１丁目,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,9,35.7221819,139.7747928
台東区上野桜木２丁目,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,1,3,35.7229756,139.7731952
台東区谷中２丁目,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,35.7226715,139.764569
台東区谷中３丁目,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,2,0,1,0,0,0,7,5,4,0,0,0,0,4,21,35.7267845,139.7655274
台東区谷中５丁目,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,35.7248438,139.7671248
台東区谷中７丁目,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,8,0,0,0,0,0,0,0,2,1,0,0,0,0,1,11,35.725234,139.7709587
墨田区両国１丁目,12,0,0,0,1,0,1,0,0,0,2,2,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,4,1,0,0,0,3,20,35.693899,139.7901318
墨田区両国２丁目,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,3,1,0,0,0,1,0,7,3,3,2,0,0,0,1,18,35.6939342,139.7923691
墨田区両国３丁目,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,3,3,1,0,0,0,2,8,35.6942873,139.7939672
墨田区両国４丁目,15,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,3,7,3,3,0,0,1,17,35.6941634,139.7965242
墨田区千歳１丁目,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0,1,0,0,1,5,35.6909672,139.7914102
墨田区千歳２丁目,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,35.6909403,139.794926
墨田区千歳３丁目,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,3,2,1,0,0,0,1,6,35.6905603,139.7968438
墨田区緑１丁目,12,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,7,0,0,5,0,0,1,0,1,0,0,0,4,0,1,0,0,3,14,35.6940394,139.7990814
墨田区緑２丁目,20,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,5,2,0,2,0,0,0,0,4,5,5,0,0,0,0,28,35.6939154,139.8016386
墨田区緑３丁目,13,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,8,0,0,1,0,0,0,0,0,3,0,0,0,0,3,17,35.6937913,139.804196
墨田区緑４丁目,20,0,0,0,5,0,2,3,0,0,1,0,0,0,0,1,0,0,0,8,0,0,6,0,0,0,0,0,0,0,2,6,3,0,0,0,3,42,35.6944971,139.8073929
墨田区立川１丁目,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,35.6910103,139.799401
墨田区立川２丁目,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,35.69146020000001,139.8019583
墨田区立川３丁目,8,0,0,0,1,0,1,0,0,0,4,0,0,4,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,20,35.6914951,139.804196
墨田区立川４丁目,8,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,1,0,0,0,0,1,2,0,1,0,0,1,12,35.6913708,139.8067535
墨田区菊川１丁目,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,1,0,0,0,0,0,2,1,4,0,0,0,0,4,12,35.689323,139.8016386
墨田区菊川２丁目,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6,0,1,3,0,0,0,0,0,0,0,2,1,1,0,0,0,0,10,35.6887216,139.805155
墨田区菊川３丁目,13,0,0,0,3,0,2,0,1,0,1,0,0,1,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,1,4,3,2,0,0,0,1,27,35.6884382,139.8080323
墨田区江東橋１丁目,11,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,1,0,0,0,0,0,5,0,0,0,1,4,15,35.6945319,139.8096308
墨田区江東橋２丁目,42,2,0,2,9,0,5,3,1,0,1,0,0,0,0,0,0,0,1,22,0,0,14,0,1,0,0,0,1,0,6,8,2,2,0,0,4,98,35.6949816,139.8121885
墨田区江東橋３丁目,169,3,0,3,28,0,19,6,2,1,2,0,0,0,1,0,1,0,0,114,0,0,17,6,0,0,4,0,4,51,32,22,4,3,0,0,15,312,35.6944422,139.8144266
墨田区江東橋４丁目,170,3,0,3,15,0,7,7,0,1,1,0,0,0,0,1,0,0,0,118,1,0,14,0,0,0,0,1,3,54,45,33,9,5,0,0,19,259,35.69546589999999,139.8169845
墨田区江東橋５丁目,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,4,4,2,0,0,0,2,20,35.6906102,139.8105899
墨田区横網１丁目,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,4,12,35.6977311,139.7939672
墨田区横網２丁目,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,3,35.700539,139.7952457
墨田区亀沢１丁目,13,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,1,8,0,0,3,0,0,0,0,0,0,0,5,2,2,0,0,0,0,23,35.6974834,139.7990814
墨田区亀沢２丁目,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,2,5,35.6973595,139.8016386
墨田区亀沢３丁目,16,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,11,0,0,6,2,0,1,0,0,0,0,2,3,2,0,0,0,1,22,35.6972355,139.804196
墨田区亀沢４丁目,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,1,2,1,0,0,0,1,7,35.6982594,139.8067535
墨田区石原１丁目,10,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,1,0,3,2,0,0,0,1,14,35.6997794,139.7990814
墨田区石原２丁目,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,1,0,3,2,1,0,0,0,7,35.7008035,139.8016386
墨田区石原３丁目,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,1,3,1,0,0,0,2,7,35.7006795,139.804196
墨田区石原４丁目,7,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,2,1,0,0,0,1,13,35.7005555,139.8067535
墨田区本所１丁目,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,0,0,1,0,0,0,0,0,8,1,0,0,0,7,12,35.7033469,139.7965242
墨田区本所２丁目,11,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,0,0,1,0,0,0,0,4,1,0,0,0,0,1,15,35.70383229999999,139.801319
墨田区本所３丁目,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,35.7037084,139.8038763
墨田区本所４丁目,10,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,8,0,0,3,0,0,2,0,0,0,1,2,0,0,0,0,0,0,16,35.7039995,139.8067535
墨田区東駒形１丁目,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,13,35.7061547,139.7978028
墨田区東駒形２丁目,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,2,3,2,0,0,0,1,9,35.706446,139.8006796
墨田区東駒形３丁目,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,3,2,2,0,0,0,0,16,35.7070552,139.8029173
墨田区東駒形４丁目,19,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0,0,8,0,0,2,0,0,0,1,3,4,1,0,0,0,3,23,35.7069313,139.8054747
墨田区吾妻橋１丁目,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,1,0,0,0,0,0,4,1,4,1,0,0,0,3,13,35.7094746,139.80036
墨田区吾妻橋２丁目,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,1,0,3,3,1,0,0,0,2,9,35.7093509,139.8029173
墨田区吾妻橋３丁目,17,0,0,0,2,0,2,0,0,0,1,0,0,0,1,0,0,0,0,10,0,0,6,0,0,1,0,0,0,2,1,4,1,1,0,0,2,27,35.7092272,139.8054747
墨田区錦糸１丁目,24,0,0,0,6,0,4,2,0,0,0,0,0,0,0,0,0,0,0,17,0,0,8,0,0,0,0,0,0,4,5,1,0,0,0,0,1,48,35.6974991,139.8105899
墨田区錦糸２丁目,63,1,0,1,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,54,0,0,7,1,0,0,0,0,1,42,3,6,2,2,0,0,2,76,35.6981079,139.8128279
墨田区錦糸３丁目,48,0,0,0,3,0,1,2,0,0,1,0,0,0,1,0,0,0,0,37,0,0,16,1,0,0,0,0,3,4,13,7,1,0,0,0,6,62,35.6986198,139.8141069
墨田区錦糸４丁目,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,34,0,0,0,0,0,1,0,4,11,1,5,0,0,5,50,35.6985923,139.817624
墨田区太平１丁目,14,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,5,0,0,0,0,0,0,1,3,3,2,0,0,0,1,22,35.7009433,139.8105899
墨田区太平２丁目,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,35.7012963,139.8121885
墨田区太平３丁目,12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,1,0,0,0,3,4,1,0,0,0,0,1,21,35.7009161,139.8141069
墨田区太平４丁目,32,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,9,0,0,0,0,0,0,10,6,6,1,2,0,0,3,36,35.7012067,139.8169845
墨田区横川１丁目,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,1,7,35.7050235,139.8093111
墨田区横川２丁目,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,35.7041664,139.8121885
墨田区横川３丁目,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,0,1,7,35.7041043,139.8134674
墨田区横川４丁目,8,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,2,16,35.7042982,139.8153858
墨田区横川５丁目,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,6,0,0,0,0,0,0,8,1,2,1,1,0,0,0,17,35.7046511,139.8169845
墨田区業平１丁目,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,35.7084674,139.8093111
墨田区業平２丁目,16,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,0,5,0,0,0,0,0,0,3,4,3,2,0,0,0,1,20,35.7083434,139.8118688
墨田区業平３丁目,12,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,9,0,0,5,0,0,0,0,0,1,0,3,1,1,0,0,0,0,18,35.7075484,139.8134674
墨田区業平４丁目,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7,0,0,2,0,1,0,0,0,0,0,4,1,1,0,0,0,0,11,35.7074863,139.8147463
墨田区業平５丁目,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,2,0,0,0,0,0,0,1,2,0,0,0,0,2,7,35.70736220000001,139.8173043
墨田区向島１丁目,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,5,1,0,0,0,0,0,0,0,1,0,0,0,0,1,18,35.7115229,139.8054747
墨田区向島２丁目,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,1,0,0,0,0,0,0,0,3,0,1,0,0,2,8,35.7154785,139.8067535
墨田区向島３丁目,17,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,1,0,0,0,0,0,1,3,5,3,0,0,0,2,29,35.7130591,139.8093111
墨田区向島４丁目,7,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,2,1,0,0,0,1,11,35.715743,139.8131477
墨田区向島５丁目,22,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,1,0,0,0,0,0,0,1,13,2,0,0,0,11,34,35.7184804,139.8099505
墨田区東向島１丁目,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,0,1,0,0,0,0,3,1,5,1,0,2,0,2,14,35.7208465,139.8144266
墨田区東向島２丁目,53,0,0,0,6,0,4,2,0,0,0,0,0,0,0,0,0,0,0,37,0,1,16,2,0,0,1,0,0,8,9,10,2,2,1,0,5,77,35.7195748,139.8169845
墨田区東向島３丁目,9,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,1,0,0,0,0,3,2,1,0,0,0,1,13,35.72429,139.8144266
墨田区東向島４丁目,23,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,13,1,0,0,0,0,0,3,3,1,0,0,0,0,1,31,35.725314,139.8169845
墨田区東向島５丁目,23,1,0,1,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,16,0,0,9,1,0,1,0,0,0,1,4,3,1,0,0,0,2,44,35.7273621,139.8221007
墨田区東向島６丁目,18,0,0,0,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,0,0,0,0,0,0,0,3,6,1,1,0,0,4,34,35.7239185,139.8221007
墨田区堤通１丁目,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,0,1,1,2,1,0,0,0,1,6,35.72504929999999,139.8105899
墨田区墨田１丁目,16,0,0,0,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,5,2,0,0,0,0,0,0,3,2,1,0,0,0,1,32,35.728881,139.8144266
墨田区墨田２丁目,28,0,0,0,4,0,2,2,0,0,2,0,0,0,0,1,1,0,0,18,0,1,4,0,0,0,0,0,0,9,4,4,1,2,0,0,1,48,35.7310529,139.8169845
墨田区墨田３丁目,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7,0,1,3,0,0,0,0,0,0,0,3,2,1,0,0,0,1,12,35.7302935,139.8208216
墨田区墨田４丁目,19,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,3,0,0,0,0,0,0,4,6,3,0,0,0,0,3,31,35.7315116,139.8252985
墨田区墨田５丁目,10,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,1,2,2,1,0,0,0,1,14,35.7386454,139.8201821
墨田区押上１丁目,70,0,0,0,7,0,5,2,0,0,0,0,0,0,0,0,0,0,0,54,1,1,18,1,0,0,0,0,0,18,15,9,0,2,0,0,7,98,35.7105153,139.8144266
墨田区押上２丁目,13,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,7,0,0,0,0,0,0,0,3,1,0,0,0,0,1,22,35.7139592,139.8144266
墨田区押上３丁目,14,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,4,0,0,0,0,0,0,1,0,6,1,0,0,0,5,18,35.7120512,139.8182635
墨田区京島１丁目,108,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,95,0,0,18,3,0,0,0,0,1,60,13,10,4,2,0,0,4,120,35.71715500000001,139.8195425
墨田区京島２丁目,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,5,35.7134901,139.8211414
墨田区京島３丁目,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,11,0,0,5,0,0,0,0,1,0,3,2,6,3,0,0,0,3,20,35.7140989,139.8233798
墨田区文花１丁目,39,0,0,0,5,0,2,2,1,0,0,0,0,0,0,0,0,0,0,23,0,3,10,0,0,0,0,0,0,2,8,11,2,0,0,0,9,59,35.7089948,139.8221007
墨田区文花２丁目,8,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,1,1,0,0,0,0,1,12,35.7070861,139.8259381
墨田区文花３丁目,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,1,5,35.7117754,139.8268975
墨田区八広１丁目,26,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,17,0,0,8,0,0,0,0,0,0,1,8,6,2,0,1,0,3,43,35.7198388,139.8233798
墨田区八広２丁目,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,15,0,0,0,0,0,0,0,1,8,3,1,1,0,3,24,35.7162707,139.8259381
墨田区八広３丁目,11,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,1,3,1,1,0,0,1,23,35.7190786,139.8272173
墨田区八広４丁目,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,5,1,0,1,0,0,0,0,2,2,1,0,0,0,1,12,35.7230345,139.8284965
墨田区八広５丁目,16,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,1,0,0,0,2,3,6,1,1,1,0,3,20,35.7243065,139.8259381
墨田区八広６丁目,29,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,20,0,1,10,1,1,0,0,0,0,5,2,7,2,2,0,0,3,37,35.7281381,139.8297758
墨田区立花１丁目,32,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,25,0,3,10,1,0,0,0,0,0,0,11,5,1,0,0,0,4,40,35.705177,139.8297758
墨田区立花２丁目,16,2,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,3,0,0,0,0,0,1,1,6,0,1,0,0,5,42,35.7082065,139.829456
墨田区立花３丁目,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,0,0,3,0,0,0,0,0,0,0,1,2,0,0,0,0,2,9,35.7055641,139.8336137
墨田区立花４丁目,11,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,3,23,35.7096451,139.8323344
墨田区立花５丁目,13,1,1,0,4,0,1,3,0,0,1,0,0,0,0,0,1,0,0,5,0,0,1,1,0,1,0,0,0,1,1,2,0,0,0,0,2,40,35.7128959,139.8304154
墨田区立花６丁目,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,3,2,1,0,0,0,6,35.710544,139.8374519
墨田区東墨田１丁目,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,35.7165339,139.8323344
墨田区東墨田２丁目,13,0,0,0,5,0,2,3,0,0,0,0,0,0,0,0,0,0,0,8,0,1,1,0,0,0,0,0,0,2,4,0,0,0,0,0,0,33,35.7222742,139.8323344
墨田区東墨田３丁目,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,35.71953560000001,139.8355327
墨田区堤通２丁目,32,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,0,5,16,1,0,0,0,0,0,0,6,3,0,0,0,0,3,36,35.7343017,139.8150661
墨田区以下不詳,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,35.7107479,139.8016393
江東区清澄１丁目,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3,35.6816587,139.7939672
江東区清澄２丁目,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,8,35.6814375,139.7955653
江東区清澄３丁目,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,2,1,0,0,0,1,5,35.6808983,139.7978028
江東区常盤１丁目,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35.685103,139.7939672
江東区常盤２丁目,6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,8,35.6850759,139.7974831
江東区新大橋１丁目,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,4,35.6879281,139.7931565
江東区新大橋２丁目,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,35.6889622,139.7942868
江東区新大橋３丁目,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,3,1,1,0,0,1,5,35.6880082,139.7962046
江東区森下１丁目,10,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,1,0,0,0,0,4,0,0,0,0,0,0,26,35.6873721,139.7974831
江東区森下２丁目,16,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,4,0,0,0,0,0,1,2,5,2,1,0,0,0,1,24,35.6882991,139.7990814
江東区森下３丁目,15,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,5,2,0,0,0,0,0,0,4,2,1,0,0,0,1,23,35.6858786,139.8016386
江東区森下４丁目,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,1,0,0,0,0,0,1,0,5,2,1,0,0,2,9,35.685118,139.8054747
江東区森下５丁目,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,35.6857268,139.8077126
江東区平野１丁目,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3,35.6783806,139.799401
江東区平野２丁目,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,2,0,0,0,0,0,3,0,2,1,0,0,0,1,9,35.6772047,139.8029173
江東区平野３丁目,11,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,1,0,0,0,0,2,3,1,0,0,0,2,19,35.6770801,139.8054747
江東区平野４丁目,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,1,5,35.6774673,139.8093111
江東区三好１丁目,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,35.6800407,139.8006796
江東区三好２丁目,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,8,35.6802345,139.8025976
江東区三好３丁目,4,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,12,35.68011,139.805155
江東区三好４丁目,7,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,15,35.6804004,139.8080323
